,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
1573,1572,Super Monkey Ball,Nintendo GameCube,Sega,Amusement Vision,9.0,,1.46,2001
1577,1576,The Sims 3,Nintendo Wii,Electronic Arts,The Sims Studio,,,1.46,2010
1584,1583,4 Nin uchi Mahjong,NES,Nintendo,Hudson Soft,,,1.45,1984
1585,1584,Dragon Ball Z,SNES,Bandai,TOSE,,,1.45,1999
1587,1586,Namco Museum 64,Nintendo 64,Namco,Mass Media,5.5,,1.45,1999
1593,1592,Sonic & SEGA All-Stars Racing,Nintendo Wii,Sega,Sumo Digital,7.9,,1.45,2010
1596,1595,The House of the Dead 2 & 3 Return,Nintendo Wii,Sega,Sega,6.5,7.0,1.45,2008
1600,1599,Kirby Super Star,SNES,Nintendo,HAL Laboratory,,,1.44,1996
1609,1608,Smarty Pants,Nintendo Wii,Electronic Arts,EA Los Angeles,6.5,,1.43,2007
1614,1613,The Legend of Zelda: Twilight Princess,Nintendo GameCube,Nintendo,Nintendo EAD,9.5,,1.43,2006
1618,1617,Hasbro Family Game Night,Nintendo Wii,Electronic Arts,EA Bright Light,7.0,,1.43,2008
1623,1622,Pokemon XD: Gale of Darkness,Nintendo GameCube,Nintendo,Genius Sonority Inc.,6.9,,1.42,2005
1624,1623,R.B.I. Baseball 2,NES,Tengen,Namco,,,1.42,1990
1625,1624,Sonic Heroes,Nintendo GameCube,Sega,Sonic Team,7.2,,1.42,2004
1626,1625,Super Metroid,SNES,Nintendo,Intelligent Systems,8.0,,1.42,1994
1627,1626,LEGO Batman 2: DC Super Heroes,Nintendo Wii,Warner Bros. Interactive Entertainment,Traveller's Tales,8.0,,1.42,2012
1628,1627,Tiger Woods PGA Tour 09 All-Play,Nintendo Wii,EA Sports,EA Tiburon,8.3,,1.42,2008
1631,1630,Rayman Raving Rabbids,Nintendo Wii,Ubisoft,Ubisoft Montpellier,7.5,,1.42,2006
1634,1633,LEGO Star Wars: The Video Game,Nintendo GameCube,Eidos Interactive,Traveller's Tales,7.9,,1.41,2005
1637,1636,Metroid Prime 3: Corruption,Nintendo Wii,Nintendo,Retro Studios,9.0,9.4,1.41,2007
1640,1639,LEGO Indiana Jones 2: The Adventure Continues,Nintendo Wii,LucasArts,Traveller's Tales,7.5,,1.41,2009
1652,1651,Dragon Quest III: Soshite Densetsu e...,SNES,Enix,Heart Beat,,,1.4,1996
1653,1652,Final Fantasy III,NES,Square,Square,,,1.4,1990
1667,1666,Toy Story 3: The Video Game,Nintendo Wii,Disney,Avalanche Software,7.5,,1.39,2010
1670,1669,NBA Jam,SNES,Acclaim Entertainment,Iguana Entertainment,,,1.39,1994
1671,1670,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Konami,Konami,,,1.39,1992
1674,1673,Hannah Montana: Spotlight World Tour,Nintendo Wii,Disney,Avalanche Software,5.6,,1.39,2007
1689,1688,Call of Duty: Black Ops,Nintendo Wii,Activision,Treyarch,7.5,,1.37,2010
1694,1693,Paper Mario,Nintendo 64,Nintendo,Intelligent Systems,9.1,,1.37,2001
1696,1695,Pocket Monsters Stadium,Nintendo 64,Nintendo,HAL Laboratory,,,1.37,1998
1705,1704,GoldenEye 007,Nintendo Wii,Activision,Eurocom Entertainment Software,8.0,,1.36,2010
1711,1710,Captain Toad: Treasure Tracker,Nintendo Wii U,Nintendo,Nintendo EAD Tokyo,7.7,8.6,1.36,2014
1712,1711,Gradius,NES,Konami,Konami,7.0,,1.36,1986
1719,1718,Metroid: Other M,Nintendo Wii,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,,1.36,2010
1720,1719,Hasbro Family Game Night 2,Nintendo Wii,Electronic Arts,EA Bright Light,6.4,,1.36,2009
1726,1725,Disney Princess: Enchanted Journey,Nintendo Wii,Disney,Papaya Studios,4.0,,1.35,2007
1727,1726,Kirby Air Ride,Nintendo GameCube,Nintendo,HAL Laboratory,6.4,,1.35,2003
1729,1728,Resident Evil,Nintendo GameCube,Capcom,Capcom,8.9,,1.35,2002
1745,1744,Donkey Kong Jungle Beat,Nintendo GameCube,Nintendo,Nintendo EAD Tokyo,7.9,,1.34,2005
1762,1761,WWF War Zone,Nintendo 64,Acclaim Entertainment,Acclaim Studios Salt Lake City,,,1.33,1998
1773,1772,Gyromite,NES,Nintendo,Nintendo R&D1,,,1.32,1985
1805,1804,Final Fantasy: Crystal Chronicles,Nintendo GameCube,Nintendo,Square Enix,7.7,7.5,1.3,2004
1809,1808,Resident Evil: The Umbrella Chronicles,Nintendo Wii,Capcom,Cavia Inc.,7.5,8.0,1.3,2007
1810,1809,Romancing SaGa 3,SNES,Square,SquareSoft,,,1.3,1995
1819,1818,High School Musical 3: Senior Year DANCE!,Nintendo Wii,Disney,Page 44 Studios,,,1.29,2008
1821,1820,Deal or No Deal,Nintendo Wii,Zoo Games,Black Lantern Studios,5.5,,1.29,2009
1829,1828,EA Playground,Nintendo Wii,Electronic Arts,EA Canada,6.6,,1.29,2007
1831,1830,Gold's Gym: Cardio Workout,Nintendo Wii,Ubisoft,Rocket Company,,,1.29,2009
1838,1837,Need for Speed Carbon,Nintendo Wii,Electronic Arts,EA Black Box,6.4,,1.28,2006
1846,1845,Guitar Hero: Aerosmith,Nintendo Wii,Activision,Vicarious Visions,7.6,,1.27,2008
1855,1854,Hogan's Alley,NES,Nintendo,Intelligent Systems,,,1.27,1985
1856,1855,Mario Golf: Toadstool Tour,Nintendo GameCube,Nintendo,Camelot Software Planning,8.1,,1.27,2003
1858,1857,Jillian Michaels' Fitness Ultimatum 2009,Nintendo Wii,Majesco,3G Studios,,,1.27,2008
1861,1860,EA Sports Active 2,Nintendo Wii,Electronic Arts,EA Vancouver,8.0,,1.27,2010
1866,1865,Rockstar Games presents Table Tennis,Nintendo Wii,Rockstar Games,Rockstar San Diego,6.8,,1.26,2007
1868,1867,LEGO Harry Potter: Years 5-7,Nintendo Wii,Warner Bros. Interactive,Traveller's Tales,8.0,,1.26,2011
1872,1871,Pikmin 3,Nintendo Wii U,Nintendo,Nintendo EAD,8.7,8.7,1.26,2013
1873,1872,Pokemon Mystery Dungeon: Rescue Team DX,Nintendo Switch,Nintendo,Spike Chunsoft,6.8,8.3,1.26,2020
1886,1885,Dragon Ball: Daimaou Fukkatsu,NES,Bandai,TOSE,,,1.25,1988
1887,1886,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,Bandai,Bandai,,,1.25,1987
1888,1887,Pok??Park Wii: Pikachu's Adventure,Nintendo Wii,Nintendo,Creatures Inc.,,,1.25,2010
1889,1888,Resident Evil Zero,Nintendo GameCube,Capcom,Capcom Production Studio 3 / Flagship,8.2,,1.25,2002
1897,1896,Winter Sports: The Ultimate Challenge,Nintendo Wii,Conspiracy Entertainment,49Games,,,1.25,2007
1926,1925,Castlevania,NES,Konami,Konami,7.5,,1.23,1987
1929,1928,Ben 10: Protector of Earth,Nintendo Wii,D3 Publisher,High Voltage Software,6.8,,1.23,2007
1935,1934,Pac-Man,NES,Namco,Namco,6.0,,1.22,1993
1954,1953,Super Monkey Ball: Banana Blitz,Nintendo Wii,Sega,Sega,7.3,,1.21,2006
1955,1954,The Magical Quest starring Mickey Mouse (all region sales),SNES,Capcom,Capcom,,,1.21,1992
1956,1955,Need for Speed Underground,Nintendo GameCube,Electronic Arts,EA Black Box,8.8,,1.21,2003
1959,1958,Boom Blox,Nintendo Wii,Electronic Arts,EA Los Angeles,8.6,8.9,1.21,2008
1963,1962,The Sims 2: Castaway,Nintendo Wii,Electronic Arts,Maxis,7.5,,1.21,2007
1972,1971,Disney's Chip 'n Dale: Rescue Rangers,NES,Capcom,Capcom,,,1.2,1990
1974,1973,Dragon Ball Z: La Legende Saien,SNES,Bandai,TOSE,,,1.2,1994
1975,1974,Final Fantasy,NES,Nintendo,Square,8.5,,1.2,1990
1977,1976,Ganbare Goemon! Karakuri Douchuu,NES,Konami,Konami,,,1.2,1986
1985,1984,Sonic and the Black Knight,Nintendo Wii,Sega,Sonic Team,4.8,8.5,1.2,2009
1987,1986,TwinBee,NES,Konami,Konami,,,1.2,1986
1997,1996,Pro Evolution Soccer 2008,Nintendo Wii,Konami,Konami,8.6,,1.19,2008
2000,1999,Disney Sing It,Nintendo Wii,Disney,Zoe Mode,,,1.19,2008
2001,2000,Kobe Bryant in NBA Courtside,Nintendo 64,Nintendo,Left Field Productions,7.8,,1.19,1998
2002,2001,Tecmo Super Bowl,NES,Tecmo,Tecmo,,,1.19,1991
2007,2006,Spider-Man: The Movie,Nintendo GameCube,Activision,Treyarch,7.6,,1.19,2002
2015,2014,Captain Toad: Treasure Tracker,Nintendo Switch,Nintendo,Nintendo EPD,8.1,8.0,1.18,2018
2016,2015,Donkey Konga,Nintendo GameCube,Nintendo,Namco,7.3,,1.18,2004
2020,2019,R.B.I. Baseball 3,NES,Tengen,Namco,,,1.18,1991
2032,2031,Mission: Impossible,Nintendo 64,Ocean,Infogrames,6.6,,1.17,1998
2050,2049,Jet Force Gemini,Nintendo 64,Rare,Rare Ltd.,8.1,,1.16,1999
2051,2050,Mario Power Tennis,Nintendo GameCube,Nintendo,Camelot Software Planning,8.1,,1.16,2004
2052,2051,Mega Man X,SNES,Capcom,Capcom,,,1.16,1994
2053,2052,Pokken Tournament DX,Nintendo Switch,Nintendo,Namco Bandai Games,8.0,7.5,1.16,2017
2064,2063,EA Sports Active: More Workouts,Nintendo Wii,EA Sports,EA Vancouver,7.9,,1.16,2009
2065,2064,The Elder Scrolls V: Skyrim,Nintendo Switch,Bethesda Softworks,Bethesda Softworks,8.6,9.1,1.15,2017
2072,2071,Derby Stallion III,SNES,ASCII Entertainment,ASCII Entertainment,,,1.15,1995
2073,2072,Doraemon,NES,Hudson Soft,Hudson Soft,,,1.15,1986
2075,2074,LEGO City Undercover,Nintendo Wii U,Nintendo,TT Fusion,7.5,8.3,1.15,2013
2099,2098,Commando,NES,Capcom,Capcom,,,1.14,1986
2100,2099,Pilotwings,SNES,Nintendo,Nintendo EAD,,,1.14,1991
2101,2100,Punch-Out!!,Nintendo Wii,Nintendo,Next Level Games,8.7,,1.14,2009
2103,2102,South Park,Nintendo 64,Acclaim Entertainment,Iguana Entertainment,6.0,,1.14,1998
2112,2111,Need for Speed Underground 2,Nintendo GameCube,Electronic Arts,EA Black Box,8.3,,1.14,2004
2122,2121,Donkey Kong,NES,Nintendo,Nintendo,4.0,,1.13,1986
2132,2131,Rabbids Go Home,Nintendo Wii,Ubisoft,Ubisoft Montpellier,8.0,,1.13,2009
2140,2139,Pikmin 2,Nintendo GameCube,Nintendo,Nintendo EAD,9.1,,1.12,2004
2141,2140,Pilotwings 64,Nintendo 64,Nintendo,Paradigm Entertainment,8.2,,1.12,1996
2142,2141,The Legend of Zelda: Twilight Princess HD,Nintendo Wii U,Nintendo,Tantalus Interactive,8.4,8.5,1.12,2016
2143,2142,Yoshi's Cookie,NES,Nintendo,Bullet Proof Software,,,1.12,1993
2152,2151,Crash Bandicoot N. Sane Trilogy,Nintendo Switch,Activision,Toys for Bob,6.0,8.3,1.11,2018
2162,2161,Donkey Kong Jr.,NES,Nintendo,Nintendo R&D1,5.0,,1.11,1986
2166,2165,Yoshi's Crafted World,Nintendo Switch,Nintendo,Good-Feel,7.8,8.0,1.11,2019
2173,2172,Just Dance 2016,Nintendo Wii,Ubisoft,Ubisoft Paris,,,1.11,2015
2179,2178,Need for Speed: ProStreet,Nintendo Wii,Electronic Arts,EA Black Box,,,1.1,2007
2182,2181,Dragon Quest I & II,SNES,Enix,ChunSoft,,,1.1,1993
2183,2182,F-Zero X,Nintendo 64,Nintendo,Nintendo EAD,8.5,,1.1,1998
2184,2183,Famicom Jump: Eiyuu Retsuden,NES,Bandai,TOSE,,,1.1,1989
2187,2186,Lode Runner,NES,Broderbund,Hudson Soft,3.5,,1.1,1987
2188,2187,Metroid Prime 2: Echoes,Nintendo GameCube,Nintendo,Retro Studios,9.2,,1.1,2004
2190,2189,Popeye,NES,Nintendo,Nintendo,,,1.1,1986
2191,2190,Romancing SaGa 2,SNES,Square,SquareSoft,,,1.1,1993
2199,2198,FIFA 18,Nintendo Switch,EA Sports,EA Vancouver,5.8,9.1,1.1,2017
2204,2203,Tales of Symphonia,Nintendo GameCube,Namco,Namco Tales Studio,8.5,,1.1,2004
2216,2215,NERF N-Strike,Nintendo Wii,Electronic Arts,EA Salt Lake,7.1,,1.09,2008
2221,2220,Nintendo Labo: Toy-Con 01 Variety Kit,Nintendo Switch,Nintendo,Nintendo EPD,7.7,,1.09,2018
2222,2221,Super Ghouls 'n Ghosts,SNES,Capcom,Capcom,,,1.09,1991
2245,2244,Astral Chain,Nintendo Switch,Nintendo,PlatinumGames,8.9,8.7,1.08,2019
