,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
6158,6157,The Shoot,Sony PlayStation 3,Sony Computer Entertainment,Cohort Studios,6.0,,0.34,2010
6159,6158,Tiny Tank,Sony PlayStation,Sony Computer Entertainment,Appaloosa Interactive,,,0.34,1999
6182,6181,The Eye of Judgment,Sony PlayStation 3,Sony Computer Entertainment,SCE Japan Studio,7.5,,0.34,2007
6230,6229,Disney's Treasure Planet,Sony PlayStation 2,Sony Computer Entertainment,Bizarre Creations,,,0.33,2002
6252,6251,MLB 09: The Show,Sony PlayStation 2,Sony Computer Entertainment,SCE San Diego Studio,,,0.33,2009
6255,6254,Cool Boarders 2001,Sony PlayStation 2,Sony Computer Entertainment,Idol Minds Digital Entertainment,7.8,,0.33,2001
6277,6276,PlayerUnknown's Battlegrounds,Sony Playstation 4,Sony Interactive Entertainment,PUBG Corporation,7.2,3.3,0.33,2018
6293,6292,NCAA GameBreaker 2001,Sony PlayStation,Sony Computer Entertainment,989 Sports,7.2,,0.33,2000
6319,6318,Buzz! The Ultimate Music Quiz,Sony PlayStation 3,Sony Computer Entertainment,Relentless Software,,,0.33,2010
6355,6354,Kinetica,Sony PlayStation 2,Sony Computer Entertainment,SCEA Santa Monica Studio,8.0,,0.32,2001
6364,6363,Kurushi Final: Mental Blocks,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment,,,0.32,1999
6383,6382,MLB 07: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,7.7,,0.32,2007
6395,6394,Folklore,Sony PlayStation 3,Sony Computer Entertainment,Game Republic,7.5,8.7,0.32,2007
6404,6403,Rally Cross,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,7.0,,0.32,1997
6470,6469,"Monsters, Inc.",Sony PlayStation 2,Sony Computer Entertainment,Artificial Mind and Movement,2.9,,0.32,2002
6491,6490,NBA ShootOut,Sony PlayStation,Sony Computer Entertainment,Sony Interactive Studios America,6.0,,0.31,1996
6512,6511,Jampack: Summer 2003 (RP-M),Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.31,2003
6520,6519,Einh??nder,Sony PlayStation,Sony Computer Entertainment,SquareSoft,,,0.31,1998
6556,6555,SingStar Take That,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,,,0.31,2009
6565,6564,Jampack Volume 12,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.31,2005
6586,6585,NCAA Final Four 2002,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,6.0,,0.31,2001
6609,6608,Disney's The Emperor's New Groove,Sony PlayStation,Sony Computer Entertainment,Argonaut Software,,,0.31,2000
6637,6636,Jumping Flash!,Sony PlayStation,Sony Computer Entertainment,Exact,7.5,,0.3,1995
6645,6644,Neopets: The Darkest Faerie,Sony PlayStation 2,Sony Computer Entertainment,Idol Minds Digital Entertainment,6.5,,0.3,2005
6651,6650,Cart World Series,Sony PlayStation,Sony Computer Entertainment,SCEA,7.0,,0.3,1997
6673,6672,Sorcery,Sony PlayStation 3,Sony Computer Entertainment,The Workshop,7.5,,0.3,2012
6715,6714,Starhawk,Sony PlayStation 3,Sony Computer Entertainment,LightBox Interactive,,,0.3,2012
6802,6801,Ratchet & Clank: Size Matters,Sony PlayStation 2,Sony Computer Entertainment,High Impact Games,,,0.29,2008
6858,6857,MLB Pennant Race,Sony PlayStation,Sony Computer Entertainment,Sony Interactive Studios America,5.0,,0.29,1996
6895,6894,Tomba! 2: The Evil Swine Return,Sony PlayStation,Sony Computer Entertainment,Whoopee Camp,,,0.29,1999
6919,6918,SingStar Country,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,7.4,,0.28,2008
6922,6921,Hot Shots Golf: World Invitational,Sony PlayStation 3,Sony Computer Entertainment,Clap Hanz,,,0.28,2013
6969,6968,Medieval Moves: Deadmund's Quest,Sony PlayStation 3,Sony Computer Entertainment,Zindagi Games,7.0,,0.28,2011
6980,6979,The Heavy Rain and Beyond: Two Souls Collection,Sony Playstation 4,Sony Computer Entertainment,Quantic Dream,,,0.28,2016
6996,6995,Syphon Filter: Dark Mirror,Sony PlayStation 2,Sony Computer Entertainment,SCEA Bend Studio,8.0,,0.28,2007
7092,7091,Siren: Blood Curse,Sony PlayStation 3,Sony Computer Entertainment,SCE Japan Studio,8.3,,0.28,2008
7132,7131,Bravo Team,Sony Playstation 4,Sony Interactive Entertainment,Supermassive Games Ltd.,4.5,4.4,0.27,2018
7138,7137,Athens 2004,Sony PlayStation 2,Sony Computer Entertainment,Eurocom Entertainment Software,4.5,,0.27,2004
7197,7196,Robinson: The Journey,Sony Playstation 4,Sony Interactive Entertainment,Crytek,6.4,6.7,0.27,2016
7198,7197,Driveclub VR,Sony Playstation 4,Sony Interactive Entertainment,Evolution Studios,6.6,6.7,0.27,2016
7246,7245,Puppeteer,Sony PlayStation 3,Sony Computer Entertainment America,SCE Japan Studio,8.5,,0.27,2013
7247,7246,NBA ShootOut 2001,Sony PlayStation,Sony Computer Entertainment,989 Sports,6.3,,0.27,2000
7253,7252,NBA 07,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,,,0.27,2006
7315,7314,NCAA Gamebreaker,Sony PlayStation,Sony Computer Entertainment,SCEA,6.3,,0.26,1996
7320,7319,Tomba!,Sony PlayStation,Sony Computer Entertainment,Whoopee Camp,8.6,,0.26,1998
7331,7330,TV Superstars,Sony PlayStation 3,Sony Computer Entertainment,SCEE Cambridge,6.2,,0.26,2010
7423,7422,Drakan: The Ancients' Gates,Sony PlayStation 2,Sony Computer Entertainment,Surreal Software,8.1,,0.26,2002
7432,7431,Tokyo Jungle,Sony PlayStation 3,Sony Computer Entertainment,PlayStation C.A.M.P.!,8.0,,0.26,2012
7458,7457,NBA ShootOut 2004,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,6.9,,0.26,2003
7463,7462,Formula One 2001,Sony PlayStation 2,Sony Computer Entertainment,Studio Liverpool,7.0,,0.26,2001
7496,7495,Tetris Effect,Sony Playstation 4,Sony Interactive Entertainment,Monstars Inc.,8.9,7.7,0.25,2018
7510,7509,Ratchet & Clank: Full Frontal Assault,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,,,0.25,2012
7537,7536,WipEout XL,Sony PlayStation,Sony Computer Entertainment,Psygnosis,8.8,,0.25,1996
7602,7601,Penny Racers,Sony PlayStation,Sony Computer Entertainment,Tamsoft,,,0.25,1996
7641,7640,Grandia,Sony PlayStation,Sony Computer Entertainment,Game Arts,8.4,9.0,0.25,1999
7666,7665,Jumping Flash! 2,Sony PlayStation,Sony Computer Entertainment,Exact,8.0,,0.25,1996
7702,7701,Tearaway Unfolded,Sony Playstation 4,Sony Computer Entertainment,Media Molecule,8.1,8.0,0.24,2015
7716,7715,Spawn the Eternal,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment,1.9,,0.24,1997
7730,7729,Namco Tennis Smash Court,Sony PlayStation,Sony Computer Entertainment,Namco,,,0.24,1996
7748,7747,G-Police,Sony PlayStation,Sony Computer Entertainment,Wheelhaus,8.0,,0.24,1997
7820,7819,Ratchet & Clank: Going Commando (JP weekly sales),Sony PlayStation 2,Sony Computer Entertainment,Unknown,,,0.24,2003
7853,7852,My Street,Sony PlayStation 2,Sony Computer Entertainment,Idol Minds,6.3,,0.24,2003
7919,7918,Jet X20,Sony PlayStation 2,Sony Computer Entertainment,Killer Game,,,0.23,2002
7937,7936,Carnival Island,Sony PlayStation 3,Sony Computer Entertainment,Magic Pixel Games,,,0.23,2011
7965,7964,NCAA GameBreaker 2003,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,5.5,,0.23,2002
7972,7971,RIGS: Mechanized Combat League,Sony Playstation 4,Sony Interactive Entertainment,Guerrilla Cambridge,7.8,7.6,0.23,2016
7978,7977,NHL FaceOff 2001,Sony PlayStation,Sony Computer Entertainment,SolWorks,7.2,,0.23,2000
8018,8017,Genji: Dawn of the Samurai,Sony PlayStation 2,Sony Computer Entertainment,Game Republik,7.0,,0.23,2005
8055,8054,The Raiden Project,Sony PlayStation,Sony Computer Entertainment,Seibu Kaihatsu Inc.,,,0.23,1995
8065,8064,NCAA GameBreaker 2004,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,,,0.23,2003
8073,8072,Buzz! Junior: RoboJam,Sony PlayStation 2,Sony Computer Entertainment,Cohort Studios,,,0.23,2008
8078,8077,NBA ShootOut 2003,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,7.3,,0.23,2002
8087,8086,Jersey Devil,Sony PlayStation,Sony Computer Entertainment,Behaviour Interactive Inc.,5.0,,0.23,1998
8088,8087,NHL FaceOff 2003,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,5.2,,0.23,2002
8097,8096,SingStar Celebration,Sony Playstation 4,Sony Interactive Entertainment,SIE London Studio,,,0.23,2017
8305,8304,EVE: Valkyrie,Sony Playstation 4,Sony Interactive Entertainment,CCP,7.1,6.8,0.21,2016
8327,8326,SingStar Pop Edition,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,,,0.21,2009
8386,8385,Move Fitness,Sony PlayStation 3,Sony Computer Entertainment,Sony Computer Entertainment,5.0,,0.21,2013
8431,8430,PoPoLoCrois Monogatari II,Sony PlayStation,Sony Computer Entertainment,G-Artists,,,0.21,2000
8493,8492,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,Sony PlayStation,Sony Computer Entertainment,Sugar & Rockets,,,0.21,1998
8533,8532,Buzz! The Schools Quiz,Sony PlayStation 2,Sony Computer Entertainment,Relentless Software,,,0.2,2008
8542,8541,Kung Fu Rider,Sony PlayStation 3,Sony Computer Entertainment,SCE Japan Studio,4.3,,0.2,2010
8611,8610,Speed Punks,Sony PlayStation,Sony Computer Entertainment,Fucom,9.0,,0.2,2000
8619,8618,NCAA Final Four 2004,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,,,0.2,2003
